Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,preset_Disease_Dengue,preset_Disease_Mpox,preset_Disease_Nigeria_Mpox
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_rtt,radio,Renal replacement therapy (RRT) or dialysis / hemofiltration,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_rtt_typ,radio,Type of renal replacement therapy (RRT) or dialysis / hemofiltration,"1, Intermittent | 2, Continuous",,,,,[treat_rtt(1)]='1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_vasopress,radio,Vasopressor/inotropic support,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_vasopress1,radio,Dopamine < 5ug/kg/min   OR   dobutamine   OR   milrinone   OR   levosimendan,"1, Yes | 0, No",,,,,[treat_vasopress(1)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_vasopress2,radio,"Dopamine 5-15ug/kg/min OR epinephrine(adrenaline)/norepinephrine(noradrenaline) < 0.1ug/kg/min OR  vasopressin   OR phenylephrine
","1, Yes | 0, No",,,,,[treat_vasopress(1)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_vasopress3,radio,Dopamine >15ug/kg/min OR epinephrine(adrenaline)/norepinephrine(noradrenaline) > 0.1ug/kg/min,"1, Yes | 0, No",,,,,[treat_vasopress(1)] = '1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_nitricoxide,radio,Inhaled nitric oxide,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_intravenim,radio,Intravenous Immunoglobulin,"1, Yes | 0, No",,,,,[initial_assessment_arm_1][inclu_disease(4)] = '1' and [daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_plasmapher,radio,Plasmapheresis/Plasma Exchange,"1, Yes | 0, No",,,,,[initial_assessment_arm_1][inclu_disease(4)] = '1' and [daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_antibiotic,radio,Antibiotics,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_antivirals,radio,Antivirals,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_steroids,radio,Steroids,"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_unlisted,radio,Other intervention(s) or procedure(s),"1, Yes | 0, No",,,,,[daily_datatreat(1)]='1',1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_unlisted_oth,text,Please specify other intervention(s) or procedure(s),,,,,,[treat_unlisted(1)] = '1',1,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,daily_datalab,radio,Enter lab data for this date ,"1, Yes | 0, No",,,,,,1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemo,,Haemoglobin (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemo_gdl,number,Haemoglobin (g/dL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemo_gl,number,Haemoglobin (g/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemo_mmoll,number,Haemoglobin (mmol/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_wbccount,number,WBC count (10^9/L),,number,,,,[daily_datalab(1)]='1',,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lymphocyte,,Lymphocytes (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lymphocyte_109l,number,Lymphocytes (10^9/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lymphocyte_106l,number,Lymphocytes (10^6/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lymphocyte_cellsu,number,Lymphocytes (cells/uL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lymphocyte_103ul,number,Lymphocytes (10^3/uL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_neutrophil,,Neutrophils (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_neutrophil_109l,number,Neutrophils (10^9/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_neutrophil_106l,number,Neutrophils (10^6/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_neutrophil_cellsu,number,Neutrophils (cells/uL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_neutrophil_103ul,number,Neutrophils (10^3/uL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_hematocrit,,Hematocrit (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_hematocrit_pcnt,number,Hematocrit (%),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_hematocrit_frac,number,Hematocrit (fraction of 1),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_hematocrit_ll,number,Hematocrit (L/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_platelets,,Platelets (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_platelets_109l,number,Platelets (10^9/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_platelets_106l,number,Platelets (10^6/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_platelets_103ul,number,Platelets (10^3/uL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_aptt,number,Activated Partial Thromboplastin Time (sec),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_aptr,number,APTR,,number,,,,[daily_datalab(1)]='1',,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_prothrombin,,Prothrombin Time (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_prothrombin_sec,number,Prothrombin Time (sec),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_prothrombin_ratio,number,Prothrombin Intl. Normalized Ratio,,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_tqinr,number,TQ/INR,,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_altsgpt,number,ALT/SGPT (U/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_bilirubin,,Bilirubin (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_bilirubin_umoll,number,Bilirubin (umol/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_bilirubin_mgdl,number,Bilirubin (mg/dL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_astsgot,number,AST/SGOT (U/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_glucose,,Glucose (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_glucose_mmoll,number,Glucose (mmol/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_glucose_mgdl,number,Glucose (mg/dL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_glucose_gl,number,Glucose (g/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ggt,number,Gamma Glutamyl Transferase (U/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lactate,number,Lactate (mmol/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_creatinine,,Creatinine (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_creatinine_umoll,number,Creatinine (umol/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_creatinine_mgdl,number,Creatinine (mg/dL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_creatinine_umol,number,Creatinine (umol),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_sodium,,Sodium (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_sodium_mmoll,number,Sodium (mmol/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_sodium_meql,number,Sodium (mEq/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_potassium,,Potassium (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_potassium_mmoll,number,Potassium (mmol/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_potassium_meql,number,Potassium (mEq/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_procalcito,,Procalcitonin (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_procalcito_ugl,number,Procalcitonin (ug/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_procalcito_ngml,number,Procalcitonin (ng/mL),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_crp,,CRP (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_crp_mgl,number,CRP (mg/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_crp_mgdl,number,CRP (mg/dL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ldh,,Lactate Dehydrogenase (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ldh_ul,number,Lactate Dehydrogenase (U/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ldh_iul,number,Lactate Dehydrogenase (IU/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_creatineki,,Creatine Kinase (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_creatineki_ul,number,Creatine Kinase (U/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_creatineki_iul,number,Creatine Kinase (IU/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_troponin,,Troponin (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_troponin_ngl,number,Troponin (ng/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_troponin_ngml,number,Troponin (ng/mL),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_troponin_ugl,number,Troponin (ug/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ddimer,,D-Dimer (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ddimer_mgl,number,D-Dimer (mg/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ddimer_ugl,number,D-Dimer (ug/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ddimer_ngml,number,D-Dimer (ng/mL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ferritin,,Ferritin (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ferritin_ugl,number,Ferritin (ug/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ferritin_ngml,number,Ferritin (ng/mL),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_il6,,IL-6 (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_il6_pgml,number,IL-6 (pg/mL),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_il6_ngl,number,IL-6 (ng/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_il6_ngml,number,IL-6 (ng/mL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_fibrinogen,,Fibrinogen (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_fibrinogen_gl,number,Fibrinogen (g/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_fibrinogen_mgdl,number,Fibrinogen (mg/dL),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_albumin,,Albumin (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_albumin_gdl,number,Albumin (g/dL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_albumin_mmoll,number,Albumin (mmol/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_albumin_gl,number,Albumin (g/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_protein,number,Protein (g/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_paco2,,PaCO2 (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_paco2_mmhg,number,PaCO2 (mmHg),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_paco2_kpa,number,PaCO2 (kPa),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ph,number,pH,,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_bicarbonate,,Bicarbonate (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_bicarbonate_mmoll,number,Bicarbonate (mmol/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_bicarbonate_meql,number,Bicarbonate (mEq/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_baseexcess,number,Base Excess (mmol/L),,number,,,,[daily_datalab(1)]='1',1,,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_leukocytes,,Leukocytes (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_leukocytes_109l,number,Leukocytes (10^9/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_leukocytes_106l,number,Leukocytes (10^6/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_leukocytes_103l,number,Leukocytes (10^3/uL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_alanineami,,Alanine Aminotransferase (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_alanineami_ul,number,Alanine Aminotransferase (U/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_alanineami_iul,number,Alanine Aminotransferase (IU/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_aspartatea,,Aspartate Aminotransferase (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_aspartatea_ul,number,Aspartate Aminotransferase (U/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_aspartatea_iul,number,Aspartate Aminotransferase (IU/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lacticacid,,Lactic Acid (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lacticacid_mmoll,number,Lactic Acid (mmol/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lacticacid_mgdl,number,Lactic Acid (mg/dL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lacticacid_umoll,number,Lactic Acid (umol/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ureanitro,,Urea Nitrogen (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ureanitro_mmoll,number,Urea Nitrogen (mmol/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ureanitro_mgdl,number,Urea Nitrogen (mg/dL),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ureanitro_gl,number,Urea Nitrogen(g/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ppo2,,Partial Pressure Oxygen (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ppo2_mmhg,number,Partial Pressure Oxygen (mmHg),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ppo2_kpa,number,Partial Pressure Oxygen (kPa),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lymphleuk,number,Lymphocytes/Leukocytes (%),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_neutrleuk,number,Neutrophils/Leukocytes (%),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_activatedp,number,Activated PTT/Standard ratio,,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_eosinophil,number,Eosinophils (10^9/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemoga1c,,Haemoglobin A1C (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemoga1c_pcnt,number,Haemoglobin A1C (%),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemoga1c_mmolmo,number,Haemoglobin A1C (mmol/mol),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_erythrosed,number,Erythrocyte Sedimentation Rate (mm/h),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cd4,,CD4 (select units),,,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cd4_106l,number,CD4 (10^6/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cd4_mm3,number,CD4 (mm^3),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_oxygensat,number,Oxygen Saturation (%),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_alkalineph,number,Alkaline Phosphatase (U/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cholest,number,Cholesterol (mmol/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_magnesium,number,Magnesium (mmol/L),,number,,,,[daily_datalab(1)]='1',,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_monocytes,,Monocytes (select units),,,,,,[daily_datalab(1)]='1',,,
